Iteration,Timestamp,T1,T1_std,T2*,T2*_std,T2E,T2E_std
2.0,2025-10-06 09:22:13,5.10279668497482e-05,1.3648822555224295e-06,2.037260481535519e-05,1.977036662166173e-06,3.85499851158766e-05,9.221879596318335e-06
3.0,2025-10-06 09:23:02,4.961116381152486e-05,1.3333127256825871e-06,1.8652653967388133e-05,1.913735452380941e-06,4.4566656576705554e-05,1.3103802171202625e-05
4.0,2025-10-06 09:23:52,5.087792913083256e-05,1.4347351597745711e-06,1.6936862786032236e-05,2.031647398962203e-06,3.6201446665717896e-05,8.406608530188812e-06
5.0,2025-10-06 09:24:41,5.096893553568904e-05,1.2338666398468436e-06,1.796165889000889e-05,1.983575742569362e-06,3.829732999838242e-05,1.1083458322607484e-05
6.0,2025-10-06 09:25:30,4.883490293439152e-05,1.5000612962282123e-06,1.8880294884393575e-05,2.042710293925982e-06,3.611922692603464e-05,8.919815685516456e-06
7.0,2025-10-06 09:26:19,4.874031193136119e-05,1.4087507036957003e-06,1.839922725177523e-05,2.1888822303270797e-06,4.5078082464122815e-05,1.3209004090802814e-05
8.0,2025-10-06 09:27:08,5.07788369561446e-05,1.6026505074765895e-06,1.7722025393185348e-05,1.8696582925983491e-06,3.830811346028362e-05,9.522247615206418e-06
9.0,2025-10-06 09:27:57,5.194347350578887e-05,1.330307835332412e-06,1.747338705682111e-05,1.7423936486505326e-06,4.069242737081424e-05,1.0699726408660476e-05
10.0,2025-10-06 09:28:46,5.0421654097521085e-05,1.8706798556185903e-06,1.813106260750708e-05,2.0181668678193763e-06,4.247779972077481e-05,1.0884824161043456e-05
11.0,2025-10-06 09:29:35,4.880102724236224e-05,1.4171277011850328e-06,1.7748408703388563e-05,2.028882566238065e-06,3.974143119012119e-05,1.079825130494794e-05
12.0,2025-10-06 09:30:23,5.3535645306634905e-05,2.114012163637947e-06,1.6799147335433418e-05,1.7770494265238795e-06,5.1814445689579713e-05,1.5612219366767395e-05
13.0,2025-10-06 09:31:13,5.159952309674587e-05,1.4613842982069737e-06,1.7811419197988343e-05,1.972779908872673e-06,3.705450093627327e-05,8.548710861079226e-06
14.0,2025-10-06 09:32:02,5.033559634104456e-05,1.5340986568632694e-06,1.649708972761843e-05,1.7625954387381594e-06,3.787847923231169e-05,9.32264681432071e-06
15.0,2025-10-06 09:32:51,4.994827634119403e-05,1.256782987446315e-06,1.675052879046568e-05,1.7832980517658262e-06,3.816065789563616e-05,1.0196391792133676e-05
16.0,2025-10-06 09:33:39,4.983609288444768e-05,1.6082495480508104e-06,1.7765108030420862e-05,1.7344774132186082e-06,4.871485162905032e-05,1.6358692218996548e-05
17.0,2025-10-06 09:34:28,4.923076915663849e-05,1.6188874494769469e-06,1.6679753166659594e-05,1.6379377189071215e-06,4.728006733145662e-05,1.3894922287599566e-05
18.0,2025-10-06 09:35:17,4.170318345719792e-05,1.110637182440559e-06,1.6839308244920304e-05,1.8512662043238965e-06,3.858060790351559e-05,1.0072759123707851e-05
19.0,2025-10-06 09:36:06,4.866506277467764e-05,1.171153931137148e-06,1.7181133635579826e-05,1.993620550207845e-06,3.745961645984508e-05,9.945123770534322e-06
20.0,2025-10-06 09:36:54,5.084603719507364e-05,1.6603793366079965e-06,1.8794820983547567e-05,1.900212709780121e-06,3.957338201332483e-05,1.1973016343738065e-05
21.0,2025-10-06 09:37:43,5.0064549733885855e-05,1.487122667331994e-06,1.8950910861237347e-05,2.1440761680000757e-06,3.521145970997175e-05,9.122209966597852e-06
22.0,2025-10-06 09:38:32,5.055857189506519e-05,1.5248373906728113e-06,1.899772847857584e-05,1.933399579817628e-06,3.7778927513221205e-05,1.1146784583050151e-05
23.0,2025-10-06 09:39:20,5.169498263857264e-05,1.3913524436192022e-06,1.816075022209596e-05,1.993714846864657e-06,4.104900148993451e-05,1.2189612533493758e-05
24.0,2025-10-06 09:40:09,5.1755400206632274e-05,1.4333895162182395e-06,1.7189279014839798e-05,1.566254443467254e-06,4.661272180128684e-05,1.4941090591019403e-05
25.0,2025-10-06 09:40:58,5.223732441939077e-05,1.607032504493677e-06,1.809125519791621e-05,1.842362656224557e-06,3.632756719218477e-05,1.0959900131897434e-05
26.0,2025-10-06 09:41:47,5.448078758352182e-05,1.875088681316895e-06,2.0207347880552007e-05,2.3705086082012515e-06,4.241133367410832e-05,1.4587954114241543e-05
27.0,2025-10-06 09:42:36,5.4769890321049175e-05,1.8712562070310203e-06,1.8133201322934056e-05,1.9052482565804504e-06,4.810309166414228e-05,1.4670724505826355e-05
28.0,2025-10-06 09:43:25,5.141156071530872e-05,1.4226895968369396e-06,1.8754202714799103e-05,1.7499556372723887e-06,3.780051920654337e-05,1.0213199584792392e-05
29.0,2025-10-06 09:44:14,5.260748556601413e-05,1.5919704858247195e-06,1.8412706730863704e-05,1.8264309730337015e-06,3.9208425273606906e-05,1.027327420119794e-05
30.0,2025-10-06 09:45:03,5.582163494932679e-05,1.7611194858536758e-06,1.984317339953634e-05,2.001615590565742e-06,3.919497354942792e-05,1.1537739008707016e-05
31.0,2025-10-06 09:45:51,5.161029290889907e-05,1.438087805454184e-06,1.8207650477553017e-05,2.0337989738779288e-06,4.5644669032229856e-05,1.369117752348286e-05
32.0,2025-10-06 09:46:40,5.226727401463904e-05,1.914167579571929e-06,1.7851385067491066e-05,1.887133528081366e-06,4.326895898554284e-05,1.2196520826406366e-05
33.0,2025-10-06 09:47:30,5.272403533829184e-05,1.3808171614597522e-06,1.7969798180361707e-05,2.1766168978823223e-06,3.862007633537168e-05,1.060581204573842e-05
34.0,2025-10-06 09:48:19,5.669204430835961e-05,2.258373387981876e-06,2.086987903071602e-05,2.039143414020175e-06,4.491142739881937e-05,1.3663955349572785e-05
