Iteration,Timestamp,T1,T1_std,T2*,T2*_std,T2E,T2E_std
2.0,2025-10-06 12:49:45,4.21290785330708e-05,1.0100954667845585e-06,1.606299976830705e-05,1.702152298144096e-06,3.898187146589294e-05,9.359941832846606e-06
3.0,2025-10-06 12:50:34,4.047247013638789e-05,9.946636454681802e-07,1.6611230647889386e-05,1.947794381843992e-06,4.056700414145631e-05,1.0287053188864955e-05
4.0,2025-10-06 12:51:23,3.9459519596940495e-05,1.155863830870268e-06,1.7176098825455455e-05,1.924099129948617e-06,3.889545855972898e-05,8.887877236884157e-06
5.0,2025-10-06 12:52:12,4.058865267975165e-05,1.198377547885778e-06,1.564908727713643e-05,1.650585815014146e-06,4.234357569754543e-05,1.021616249130466e-05
6.0,2025-10-06 12:53:01,4.110811991364649e-05,1.2513114418947477e-06,1.7703437795724142e-05,2.013303095578688e-06,4.230633511648208e-05,1.1592060779442936e-05
7.0,2025-10-06 12:53:49,4.603780654410805e-05,1.442334385156748e-06,1.728643689391518e-05,1.977449549896972e-06,3.834453521278647e-05,1.0325053625614796e-05
8.0,2025-10-06 12:54:38,4.008932283938727e-05,1.110102454459293e-06,1.61107638316782e-05,1.7318428672277416e-06,4.312338223555479e-05,1.2315882493742834e-05
9.0,2025-10-06 12:55:27,4.213448155176991e-05,9.485331474386896e-07,1.7779668022965822e-05,2.0635355270665544e-06,3.729080559589093e-05,9.575036616251723e-06
10.0,2025-10-06 12:56:16,4.162029891774388e-05,1.0456872465071804e-06,1.6878234254447122e-05,1.8571702242445371e-06,4.247128743806172e-05,1.1031018001433718e-05
11.0,2025-10-06 12:57:05,4.1518775949489495e-05,1.2251585790836044e-06,1.7033127505117207e-05,1.8500748065370707e-06,3.8821665325761145e-05,9.974895299506787e-06
12.0,2025-10-06 12:57:53,4.2199762821715225e-05,1.0376813570278926e-06,1.7576572618915876e-05,1.9635557845001177e-06,4.064843410489516e-05,1.1989154688808796e-05
13.0,2025-10-06 12:58:42,4.023894626747904e-05,1.008134822401808e-06,1.869535025078584e-05,2.1697457349350797e-06,3.529830737436512e-05,8.247276938393266e-06
14.0,2025-10-06 12:59:31,4.269076975393915e-05,1.1571496030986952e-06,1.7526951696211768e-05,1.9921327858315617e-06,3.790705195760857e-05,8.315958915495305e-06
15.0,2025-10-06 13:00:20,4.3753971122662e-05,1.155861393861578e-06,1.7368533999029268e-05,2.0196295166044965e-06,4.596455752525763e-05,1.3647805731840665e-05
16.0,2025-10-06 13:01:08,4.4289231432737e-05,1.436020327422782e-06,1.822656985717153e-05,1.871560102547908e-06,3.647520976146623e-05,9.379053073471014e-06
17.0,2025-10-06 13:01:57,4.67454312098603e-05,1.0104711042249475e-06,1.9039801267828335e-05,2.093331075832105e-06,4.456155468957057e-05,1.1864117768444604e-05
18.0,2025-10-06 13:02:46,4.987648827037283e-05,1.2337443107460289e-06,1.8015090259781985e-05,1.886191575243751e-06,3.807848802162006e-05,1.0178362606299924e-05
19.0,2025-10-06 13:03:35,4.695143703359328e-05,1.4715254724933616e-06,1.67957122201301e-05,1.7204424855773583e-06,4.740722539020581e-05,1.395438325360861e-05
20.0,2025-10-06 13:04:24,4.705199919574632e-05,1.4401039042070686e-06,1.7049563169058146e-05,1.7361134812990309e-06,3.466882075575661e-05,7.882351722165846e-06
21.0,2025-10-06 13:05:13,4.100303816612083e-05,1.2972929247956306e-06,1.8519770925484732e-05,1.9015936509196048e-06,3.838604667150136e-05,1.0266253537361718e-05
22.0,2025-10-06 13:06:02,4.3550433929340215e-05,8.709101464976878e-07,1.7035368764739545e-05,1.964793570714745e-06,4.692289228058755e-05,1.5581124786447104e-05
23.0,2025-10-06 13:06:51,4.2439527619064776e-05,1.36984486564625e-06,1.8368929078027563e-05,1.8542353177130288e-06,4.296331191810943e-05,1.1529561178955257e-05
