Iteration,Timestamp,T1,T1_std,T2*,T2*_std,T2E,T2E_std
1,2025-10-14 00:48:26,1.6142803522578575e-05,3.4025342574809757e-07,1.0777163788500133e-05,6.019870818537334e-07,1.2354212029164202e-05,6.775589793943406e-07
2,2025-10-14 00:49:21,1.5599917306596822e-05,3.5589432569229513e-07,1.1327228943480705e-05,4.791785583546118e-07,1.2753827469680346e-05,5.740113642725347e-07
3,2025-10-14 00:50:15,1.596431564454548e-05,3.5229836261609914e-07,1.1629764268716869e-05,6.57191402864799e-07,1.2160328114907415e-05,7.262563772430145e-07
4,2025-10-14 00:51:09,1.565540504366858e-05,3.751454508594947e-07,1.120048297020837e-05,6.359547101325442e-07,1.168336596402142e-05,5.445191911946866e-07
5,2025-10-14 00:52:04,1.4954959861812611e-05,2.950460911995417e-07,1.09023337986347e-05,5.663093512747837e-07,1.2271599770352637e-05,6.761556860690997e-07
6,2025-10-14 00:52:58,1.5215795733380943e-05,4.0312586005088e-07,1.173774800666827e-05,5.866960216270881e-07,1.221316859778554e-05,6.488801109333039e-07
7,2025-10-14 00:53:52,1.547073909291541e-05,3.376394405490861e-07,1.0978502409386692e-05,5.908760668559655e-07,1.1749234353430893e-05,7.199200819220373e-07
8,2025-10-14 00:54:47,1.5091000705069746e-05,3.666383821012594e-07,1.0327876349913723e-05,5.676178109125509e-07,1.2844531417366412e-05,6.482120912960714e-07
9,2025-10-14 00:55:41,1.5028756009227706e-05,4.2796310109975756e-07,1.136053714301255e-05,5.971643421862484e-07,1.2726713885635732e-05,5.924982310178135e-07
10,2025-10-14 00:56:36,1.4706058470537187e-05,3.293449945656164e-07,1.1639641918748111e-05,6.162468292274527e-07,1.2451982839500886e-05,5.987766114819521e-07
11,2025-10-14 00:57:30,1.5678245503414345e-05,4.0781714611298486e-07,1.211574709381047e-05,6.01579591842837e-07,1.2947521754513858e-05,5.942939709840414e-07
12,2025-10-14 00:58:24,1.573951816546959e-05,4.2384587989928943e-07,1.1597679525632287e-05,7.076624044902692e-07,1.2997024931182821e-05,6.280937550328651e-07
13,2025-10-14 00:59:19,1.5614503168670524e-05,3.1966973005439363e-07,1.1182975819368224e-05,6.968924546451694e-07,1.2741110607006334e-05,8.086132768439615e-07
14,2025-10-14 01:00:13,1.4883732209369782e-05,3.7623545341434423e-07,1.1022187504483583e-05,5.915718297122437e-07,1.332651100560689e-05,6.739634037200858e-07
15,2025-10-14 01:01:07,1.561398107652323e-05,4.331358647847404e-07,1.0943515576178342e-05,5.344099749143515e-07,1.2933274186721633e-05,7.961993478020203e-07
16,2025-10-14 01:02:02,1.6416434523103263e-05,3.989448347354366e-07,1.18876157706449e-05,6.145052924990566e-07,1.2225523772668723e-05,6.908324758763367e-07
17,2025-10-14 01:02:56,1.6165114089083943e-05,3.2896124424809565e-07,1.1251514797416817e-05,6.521468339010879e-07,1.2680086070915308e-05,6.23878555567932e-07
18,2025-10-14 01:03:50,1.576663584978988e-05,3.522071240732347e-07,1.111124999608748e-05,6.565433840929292e-07,1.3212910938031897e-05,8.976229511530579e-07
19,2025-10-14 01:04:45,1.6287375298018603e-05,3.769204084320829e-07,1.129893838425211e-05,5.959876618853051e-07,1.3052462856100178e-05,6.119179051331492e-07
20,2025-10-14 01:05:39,1.6431036383268705e-05,3.8634744532785624e-07,1.0720445974277126e-05,5.803204640005711e-07,1.2389712686022847e-05,6.511027853822111e-07
21,2025-10-14 01:06:33,1.6738251535919346e-05,4.4740372773755305e-07,1.2049855103724028e-05,5.434847627701407e-07,1.223982747511343e-05,5.933482921193848e-07
22,2025-10-14 01:07:28,1.7684401960593732e-05,4.319121735984491e-07,1.2135462221785076e-05,5.315690501054667e-07,1.2581452855098263e-05,6.411324910844065e-07
23,2025-10-14 01:08:22,1.6616707634309336e-05,3.638063716295659e-07,1.1403224467798623e-05,6.188094785803763e-07,1.3279604521576616e-05,7.485966177589536e-07
24,2025-10-14 01:09:16,1.6951027724143586e-05,4.2375619366875484e-07,1.1283948373463915e-05,5.60558478765238e-07,1.2690668015791218e-05,7.299251036680375e-07
25,2025-10-14 01:10:11,1.5843746049348795e-05,3.1425525892586547e-07,1.1226482457216136e-05,5.736992942578927e-07,1.1834816292743966e-05,6.455963062972126e-07
26,2025-10-14 01:11:05,1.5978869905231008e-05,3.5609455175717895e-07,1.1651411573776471e-05,5.637690616810256e-07,1.3158940689761423e-05,7.830066122496494e-07
27,2025-10-14 01:11:59,1.4920340396296083e-05,3.3112196900605614e-07,1.1077195888553604e-05,4.6446303193627205e-07,1.2390176566068334e-05,6.096580084556098e-07
28,2025-10-14 01:12:54,1.5777075028866605e-05,3.273526177573917e-07,1.1491316843637023e-05,5.741633107982275e-07,1.170004891837273e-05,5.789708398367181e-07
29,2025-10-14 01:13:48,1.5727313674052112e-05,3.0375568264393824e-07,9.90518058485712e-06,4.891145373418315e-07,1.1394570621936495e-05,5.29541491318743e-07
30,2025-10-14 01:14:43,1.6276172199125583e-05,3.917237683795519e-07,1.1869356227434125e-05,6.387088319808056e-07,1.252657666706014e-05,5.575292015957403e-07
31,2025-10-14 01:15:37,1.536881147257141e-05,3.437397977644395e-07,1.0746327320232396e-05,5.593993797761644e-07,1.29531063295385e-05,7.779084040007967e-07
32,2025-10-14 01:16:31,1.6038429014653133e-05,4.2983416745506036e-07,1.0692067047068932e-05,5.444917684663367e-07,1.1650304830856939e-05,5.906452004033763e-07
33,2025-10-14 01:17:26,1.5574670255924516e-05,3.250494760950085e-07,1.1451001963758145e-05,4.906210962179369e-07,1.2240576779065648e-05,6.42326406899129e-07
34,2025-10-14 01:18:20,1.508192260302188e-05,3.00655000773974e-07,1.0624154107352624e-05,6.041678232421239e-07,1.2402100768138524e-05,6.063152261472445e-07
35,2025-10-14 01:19:15,1.4308002799445774e-05,3.188137324259613e-07,1.2145746856484507e-05,6.956716272326313e-07,1.2226620728084114e-05,7.843449399379641e-07
36,2025-10-14 01:20:09,1.5204508183375154e-05,3.2283749599766983e-07,1.0190221490402607e-05,5.268553600115374e-07,1.1738763294300014e-05,5.97556383203006e-07
37,2025-10-14 01:21:04,1.532299406892257e-05,3.989452356286999e-07,1.1330408011822612e-05,4.889495020441829e-07,1.2257831560225085e-05,7.307505231617899e-07
38,2025-10-14 01:21:58,1.5206937223233297e-05,4.153010995450779e-07,1.1399289297608917e-05,6.08835037948584e-07,1.2418252554047271e-05,6.5348162046452e-07
39,2025-10-14 01:22:52,1.6440294895669894e-05,3.2251885544817755e-07,1.1578818082336184e-05,5.886982395243579e-07,1.26302949623458e-05,7.151397625246125e-07
40,2025-10-14 01:23:47,1.5603182597079268e-05,3.931485755285002e-07,1.2194096492113005e-05,6.860809521710626e-07,1.2476734520205923e-05,5.679208003773064e-07
41,2025-10-14 01:24:41,1.6063468555760352e-05,3.9813334272585555e-07,1.1648742575642856e-05,5.851658826107455e-07,1.2320432386303537e-05,6.489308794305665e-07
42,2025-10-14 01:25:36,1.5187592601106914e-05,3.8767835106264273e-07,1.1286400620535986e-05,5.997064238449985e-07,1.222617300777884e-05,6.040659123899419e-07
43,2025-10-14 01:26:30,1.4320764022413002e-05,3.2808387398159533e-07,1.1209625013552937e-05,5.001211345490256e-07,1.1471860953182755e-05,5.835657703891295e-07
44,2025-10-14 01:27:24,1.5666331525610033e-05,2.766426240585274e-07,1.1471524629991237e-05,5.688720136075624e-07,1.290954008403844e-05,6.694595912682079e-07
45,2025-10-14 01:28:19,1.5056845997118984e-05,2.893895609918938e-07,1.1598952419644704e-05,6.453501825893824e-07,1.1833016243523176e-05,6.158951550203778e-07
46,2025-10-14 01:29:13,1.5733622744429354e-05,3.146851856757144e-07,1.145770485666553e-05,6.261992588911359e-07,1.2807986321305975e-05,6.837255918870007e-07
47,2025-10-14 01:30:08,1.6762885076904155e-05,3.501470431800101e-07,1.11913778055861e-05,5.6354575133821e-07,1.2351971087287694e-05,5.972220536355899e-07
48,2025-10-14 01:31:02,1.5320755091696725e-05,3.0928610661487074e-07,1.117920717241816e-05,5.24784382965085e-07,1.305844858134897e-05,7.269580227861997e-07
49,2025-10-14 01:31:57,1.5975958693958958e-05,4.0835023399388456e-07,1.0966037839565956e-05,5.135717062828406e-07,1.1512807115865442e-05,6.760150223452399e-07
50,2025-10-14 01:32:51,1.682937120217609e-05,3.971289005264064e-07,1.0675291013173549e-05,5.331268784916999e-07,1.407922509732984e-05,7.807811206841745e-07
51,2025-10-14 01:33:45,1.571656026833068e-05,3.899718580407939e-07,1.1486735457033603e-05,6.167059406635217e-07,1.2317694777275179e-05,5.931530508535345e-07
52,2025-10-14 01:34:40,1.550093081492676e-05,3.4930971742252426e-07,1.1175642589567047e-05,4.709594640379472e-07,1.2492574367417575e-05,5.993717333079936e-07
53,2025-10-14 01:35:34,1.5184870376883097e-05,4.0619711006607833e-07,1.067583898195501e-05,4.406175291231194e-07,1.3303046843216038e-05,7.585035845536627e-07
54,2025-10-14 01:36:28,1.5320601914670107e-05,3.418600917267741e-07,1.0431034725533195e-05,6.033645557622918e-07,1.243931306671442e-05,6.778579551870599e-07
55,2025-10-14 01:37:23,1.6394154686016904e-05,4.5693605918892393e-07,1.1849755518600347e-05,5.709866074051986e-07,1.1667267081127974e-05,7.006972128891168e-07
56,2025-10-14 01:38:17,1.5786817355367688e-05,3.7858383347854574e-07,1.0735318391352777e-05,3.9397823634533607e-07,1.3230588732371373e-05,6.869962597383648e-07
57,2025-10-14 01:39:12,1.5271419744555814e-05,3.208127260663668e-07,1.0158968796858403e-05,4.860484661739206e-07,1.1888779340107902e-05,5.563893844497328e-07
58,2025-10-14 01:40:07,1.6840810157292552e-05,4.425616673139209e-07,1.1612236918256968e-05,5.914983839134738e-07,1.2853769737253273e-05,7.184894586271706e-07
59,2025-10-14 01:41:01,1.5974447057365282e-05,3.8915693378286657e-07,1.1196953243253205e-05,6.000188322266881e-07,1.255024561519491e-05,6.664595710893521e-07
60,2025-10-14 01:41:55,1.6297680263344105e-05,4.49593090202903e-07,1.1397860984141417e-05,5.338947622281238e-07,1.3215776404784663e-05,6.223127651759806e-07
61,2025-10-14 01:42:50,1.6111565570797737e-05,3.944503362628027e-07,1.179740782930594e-05,5.809167102085077e-07,1.2362564787649077e-05,6.228608537132811e-07
62,2025-10-14 01:43:44,1.649012411597539e-05,4.073619356657397e-07,1.1907870765881512e-05,5.588909045686332e-07,1.2481974852596167e-05,6.711137416430761e-07
63,2025-10-14 01:44:39,1.6180139623900303e-05,3.2496149136978724e-07,1.2042368717324337e-05,7.436650823852332e-07,1.2867697908314213e-05,7.774149378914211e-07
64,2025-10-14 01:45:33,1.5515081655870233e-05,3.4008247059944466e-07,1.1429183603972604e-05,6.085407055188826e-07,1.2274375140508553e-05,5.867583367502018e-07
65,2025-10-14 01:46:28,1.6389452205833877e-05,3.6659887121259854e-07,1.1983681796667867e-05,8.054739977010133e-07,1.2750324182908557e-05,6.331257861917646e-07
66,2025-10-14 01:47:22,1.67068537639814e-05,3.026206266454451e-07,1.0952382920370596e-05,5.956401704111663e-07,1.1852655201538553e-05,6.81728428524705e-07
67,2025-10-14 01:48:17,1.7109151179139914e-05,3.471554367636472e-07,1.0686640705692696e-05,5.593868175090179e-07,1.3226873738725331e-05,7.047441364329796e-07
68,2025-10-14 01:49:11,1.7108789732489527e-05,4.3412356300030523e-07,1.201313231602441e-05,6.845651619842208e-07,1.3511190756876346e-05,7.423953846792541e-07
69,2025-10-14 01:50:06,1.6176823182778577e-05,3.3112739455974986e-07,1.1147342994011211e-05,6.892109228834992e-07,1.3204353664697521e-05,7.299163805407584e-07
70,2025-10-14 01:51:00,1.6291129643075664e-05,3.9549640386129364e-07,1.0784093179339038e-05,5.532073714316861e-07,1.224265562926874e-05,5.954887889519882e-07
71,2025-10-14 01:51:54,1.7115661164357476e-05,3.3838052944415353e-07,1.149485681484208e-05,6.883747967302534e-07,1.2086266860444894e-05,6.8374804949545e-07
72,2025-10-14 01:52:49,1.5730948282444146e-05,3.913187784696763e-07,1.0546828921986773e-05,4.988151145664864e-07,1.3018741224612995e-05,6.479715340559732e-07
73,2025-10-14 01:53:43,1.5918280780624627e-05,4.24744854313362e-07,1.0620903621028077e-05,7.370999199055532e-07,1.2515664806311833e-05,6.795096765999047e-07
74,2025-10-14 01:54:38,1.5095502489570478e-05,3.966380156274779e-07,1.1833539224292977e-05,5.435817695202001e-07,1.2532454169766893e-05,6.312342259849022e-07
75,2025-10-14 01:55:32,1.5269377201532208e-05,3.792919317110743e-07,1.1206083913917197e-05,6.715013099131889e-07,1.2583399898291603e-05,7.239261874364391e-07
76,2025-10-14 01:56:27,1.5363377201538242e-05,3.9114977531748127e-07,1.1304726907468421e-05,5.037151012919363e-07,1.2287127281185306e-05,6.823417063785898e-07
77,2025-10-14 01:57:21,1.5456005866276712e-05,4.0234853356975425e-07,1.041196365703101e-05,5.858229689716066e-07,1.239442729983331e-05,6.716330376016923e-07
78,2025-10-14 01:58:16,1.4447773386327967e-05,3.731247326835808e-07,1.165025437366296e-05,5.896020676921667e-07,1.211659441491264e-05,7.299657342014773e-07
79,2025-10-14 01:59:10,1.6396735212254043e-05,3.8259644964618797e-07,1.0822787718467453e-05,6.606647908452556e-07,1.2315509000382363e-05,6.51413852886868e-07
80,2025-10-14 02:00:05,1.596066654263595e-05,4.2582032395520445e-07,1.1896912575082297e-05,5.103495955818588e-07,1.240318017980968e-05,6.076336715071063e-07
81,2025-10-14 02:00:59,1.586448671786478e-05,3.9048008862972234e-07,1.0998907168158212e-05,5.456751627776449e-07,1.322425205030342e-05,6.975662912345796e-07
