Iteration,Timestamp,T1,T1_std,T2*,T2*_std,T2E,T2E_std
1,2025-10-06 07:51:36,2.0871574809566695e-05,6.586144128179461e-07,7.359960843222879e-06,6.045728882104134e-07,2.611066572111298e-05,3.1725765335020417e-06
2,2025-10-06 07:52:28,3.3349918950653645e-05,9.273509245368156e-07,1.0001325255970528e-05,6.847276059353078e-07,3.181576958044552e-05,5.411763522727618e-06
3,2025-10-06 07:53:17,3.928927688612305e-05,1.1023124009691216e-06,1.3245256481164702e-05,1.546970227592961e-06,3.694441712975838e-05,7.69127459257201e-06
4,2025-10-06 07:54:05,2.9930780592879455e-05,9.038604880381002e-07,1.2223206620420868e-05,7.342754917670433e-07,3.094796691027746e-05,4.709520612594025e-06
5,2025-10-06 07:54:54,2.7648452146644686e-05,8.548249720220342e-07,9.505710920398869e-06,8.051129624728321e-07,2.901126357324202e-05,4.247657055392843e-06
6,2025-10-06 07:55:43,3.670485953422009e-05,9.73820979445354e-07,8.64081747065093e-06,1.1260697711565072e-06,4.002897555488438e-05,1.052893508681235e-05
7,2025-10-06 07:56:32,3.877536055485464e-05,1.223590053062954e-06,1.4349181515438405e-05,1.6882229978464778e-06,3.523943034755561e-05,7.160400164654271e-06
8,2025-10-06 07:57:20,2.3322726539820596e-05,7.552810560511334e-07,1.189507614718366e-05,1.0033724297497805e-06,2.711437039826237e-05,3.3239570779829325e-06
9,2025-10-06 07:58:09,3.188689208877271e-05,9.545755462605204e-07,1.248785863539048e-05,1.496405049984726e-06,2.90117623298336e-05,4.74943829939316e-06
10,2025-10-06 07:58:57,2.919654287114604e-05,1.1758806821867818e-06,1.1908814883332395e-05,9.736895087301495e-07,2.589906842964673e-05,3.2466229005113377e-06
11,2025-10-06 07:59:46,2.923639327856442e-05,8.133951042703839e-07,7.78644016374841e-06,9.239722678541478e-07,3.617056159388454e-05,6.132311978374518e-06
12,2025-10-06 08:00:36,2.999651484425492e-05,8.778958515107765e-07,1.0730399166769544e-05,7.530276060844807e-07,3.010981677897817e-05,4.704007642412359e-06
13,2025-10-06 08:01:24,4.529358245486392e-05,1.5280064272771913e-06,1.7645152057710334e-05,2.049739213402508e-06,3.627630316382913e-05,7.869621411349285e-06
14,2025-10-06 08:02:12,4.04383257288643e-05,9.758215616534186e-07,1.7684081409008456e-05,2.1834938531764475e-06,3.296377690653607e-05,7.226583636049372e-06
15,2025-10-06 08:03:02,4.357868142212951e-05,1.1131721247801217e-06,1.749900132330673e-05,1.891277308010916e-06,3.8760324362341336e-05,9.342889748725292e-06
16,2025-10-06 08:03:50,4.328000942432908e-05,1.100863979466898e-06,2.009489772891726e-05,2.131640872558075e-06,3.953563678993355e-05,9.879025263100127e-06
17,2025-10-06 08:04:39,4.463223961104213e-05,1.4416216369473816e-06,1.718922773985554e-05,1.4728804899983454e-06,4.11224968299706e-05,1.0215951034712507e-05
