Iteration,Timestamp,T1,T1_std,T2*,T2*_std,T2E,T2E_std
1,2025-10-13 17:12:40,1.4501912890318991e-05,3.3913314772416714e-07,8.714340215210115e-06,4.415635572420987e-07,1.2247240109397595e-05,4.934763173314728e-07
2,2025-10-13 17:13:37,1.4363350808954678e-05,3.5526984839813646e-07,8.395314620157635e-06,5.025902404447826e-07,1.1739181587921976e-05,5.478469760838042e-07
3,2025-10-13 17:14:31,1.4020742098885819e-05,3.268783677064524e-07,8.747024295097106e-06,5.131459865001837e-07,1.2381944998862693e-05,5.721863550438745e-07
4,2025-10-13 17:15:26,1.4307173467065226e-05,3.222486351252353e-07,8.297825599079545e-06,4.70249686394705e-07,1.1750471500260318e-05,5.328427960936557e-07
5,2025-10-13 17:16:20,1.4852324520031601e-05,3.2731749043209056e-07,7.696851629601653e-06,5.270575123344187e-07,1.1730696203748892e-05,6.497146879315606e-07
6,2025-10-13 17:17:15,1.4292238694313397e-05,3.1354173237197994e-07,8.460131171394991e-06,4.835922293782211e-07,1.1772432771728347e-05,6.7587733020374e-07
7,2025-10-13 17:18:10,1.4527551385645765e-05,3.692031294015887e-07,9.31549287752631e-06,5.572982393120317e-07,1.2579242452348538e-05,6.009881848012609e-07
8,2025-10-13 17:19:04,1.3709665624528355e-05,3.3131660465912445e-07,8.50715477951347e-06,5.476676666513786e-07,1.1443672586874953e-05,5.863982473873885e-07
9,2025-10-13 17:19:58,1.481870087527426e-05,3.201691899413804e-07,8.949062511032224e-06,5.48367745747388e-07,1.1925082346708749e-05,6.151137098296359e-07
10,2025-10-13 17:20:53,1.3722109250657866e-05,3.250736372762622e-07,8.85214366186382e-06,5.654836191581247e-07,1.1756964719999985e-05,6.012291359716039e-07
11,2025-10-13 17:21:47,1.4180872246027931e-05,2.9560354303390674e-07,8.387999794967627e-06,4.82752962441563e-07,1.1297092624040772e-05,4.838182497938674e-07
12,2025-10-13 17:22:41,1.416799398490376e-05,3.4416619299273007e-07,8.067916643206274e-06,4.130577027257541e-07,1.2762383474695937e-05,5.915976347536315e-07
13,2025-10-13 17:23:36,1.4553252431825925e-05,3.039291182149563e-07,8.814615887864363e-06,4.869100166169901e-07,1.2144706279304529e-05,5.874345567977632e-07
